,date,dailychange,pred_close,ticker
0,2020-07-20,1.0,145.81027552996025,AAPL
1,2020-07-21,0.9861983255550727,145.81027552996025,AAPL
2,2020-07-22,1.0028092689120893,145.81027552996025,AAPL
3,2020-07-23,0.9544835600458395,145.81027552996025,AAPL
4,2020-07-24,0.9975227168516391,145.81027552996025,AAPL
5,2020-07-27,1.0237002617875446,145.81027552996025,AAPL
6,2020-07-28,0.9835724590518532,145.81027552996025,AAPL
7,2020-07-29,1.019168370041804,145.81027552996025,AAPL
8,2020-07-30,1.0121001842887296,145.81027552996025,AAPL
9,2020-07-31,1.1046886312427149,145.81027552996025,AAPL
10,2020-08-03,1.0251976078481237,145.81027552996025,AAPL
11,2020-08-04,1.0066781495401247,145.81027552996025,AAPL
12,2020-08-05,1.003624666768378,145.81027552996025,AAPL
13,2020-08-06,1.0348892341886713,145.81027552996025,AAPL
14,2020-08-07,0.9755054245882696,145.81027552996025,AAPL
15,2020-08-10,1.014534798689732,145.81027552996025,AAPL
16,2020-08-11,0.9702601327244933,145.81027552996025,AAPL
17,2020-08-12,1.0332343052455357,145.81027552996025,AAPL
18,2020-08-13,1.0176975485549418,145.81027552996025,AAPL
19,2020-08-14,0.9991087652062998,145.81027552996025,AAPL
20,2020-08-17,0.9973891778293777,145.81027552996025,AAPL
21,2020-08-18,1.00833280410368,145.81027552996025,AAPL
22,2020-08-19,1.001254703239082,145.81027552996025,AAPL
23,2020-08-20,1.0221896156887114,145.81027552996025,AAPL
24,2020-08-21,1.0515324552278236,145.81027552996025,AAPL
25,2020-08-24,1.0119602427395151,145.81027552996025,AAPL
26,2020-08-25,0.9917962677176599,145.81027552996025,AAPL
27,2020-08-26,1.0135990561003925,145.81027552996025,AAPL
28,2020-08-27,0.9880456285705171,145.81027552996025,AAPL
29,2020-08-28,0.9983801344997357,145.81027552996025,AAPL
30,2020-08-31,1.033912148279617,145.81027552996025,AAPL
31,2020-09-01,1.0398326073859212,145.81027552996025,AAPL
32,2020-09-02,0.9792815700473753,145.81027552996025,AAPL
33,2020-09-03,0.9199391390280127,145.81027552996025,AAPL
34,2020-09-04,1.0006618285313738,145.81027552996025,AAPL
35,2020-09-08,0.9327050309915772,145.81027552996025,AAPL
36,2020-09-09,1.039886545046733,145.81027552996025,AAPL
37,2020-09-10,0.9673542291082732,145.81027552996025,AAPL
38,2020-09-11,0.9868711085398196,145.81027552996025,AAPL
39,2020-09-14,1.0300000054495675,145.81027552996025,AAPL
40,2020-09-15,1.0015603355081781,145.81027552996025,AAPL
41,2020-09-16,0.9704863801706002,145.81027552996025,AAPL
42,2020-09-17,0.98403637778139,145.81027552996025,AAPL
43,2020-09-18,0.9682798611912034,145.81027552996025,AAPL
44,2020-09-21,1.0303257731581839,145.81027552996025,AAPL
45,2020-09-22,1.0157158039495147,145.81027552996025,AAPL
46,2020-09-23,0.9580538868221159,145.81027552996025,AAPL
47,2020-09-24,1.010268842848365,145.81027552996025,AAPL
48,2020-09-25,1.0375161477804258,145.81027552996025,AAPL
49,2020-09-28,1.0238689021581102,145.81027552996025,AAPL
50,2020-09-29,0.9924321263612507,145.81027552996025,AAPL
51,2020-09-30,1.0150758285205754,145.81027552996025,AAPL
52,2020-10-01,1.0084621654226162,145.81027552996025,AAPL
53,2020-10-02,0.9677198026979404,145.81027552996025,AAPL
54,2020-10-05,1.0307910410573091,145.81027552996025,AAPL
55,2020-10-06,0.9713305035374196,145.81027552996025,AAPL
56,2020-10-07,1.0169671094627952,145.81027552996025,AAPL
57,2020-10-08,0.9990441379162207,145.81027552996025,AAPL
58,2020-10-09,1.0173958422089662,145.81027552996025,AAPL
59,2020-10-12,1.0635205627736688,145.81027552996025,AAPL
60,2020-10-13,0.9734726446038563,145.81027552996025,AAPL
61,2020-10-14,1.0007432202181603,145.81027552996025,AAPL
62,2020-10-15,0.9960392495481163,145.81027552996025,AAPL
63,2020-10-16,0.9859994826093604,145.81027552996025,AAPL
64,2020-10-19,0.9744581299623998,145.81027552996025,AAPL
65,2020-10-20,1.0131919187360965,145.81027552996025,AAPL
66,2020-10-21,0.9945536603011336,145.81027552996025,AAPL
67,2020-10-22,0.9904166790428626,145.81027552996025,AAPL
68,2020-10-23,0.9938660986222665,145.81027552996025,AAPL
69,2020-10-26,1.0000869448552754,145.81027552996025,AAPL
70,2020-10-27,1.0134723631573133,145.81027552996025,AAPL
71,2020-10-28,0.9536878079198482,145.81027552996025,AAPL
72,2020-10-29,1.0370503854285147,145.81027552996025,AAPL
73,2020-10-30,0.9439819710235171,145.81027552996025,AAPL
74,2020-11-02,0.9991732136066459,145.81027552996025,AAPL
75,2020-11-03,1.0153535519893417,145.81027552996025,AAPL
76,2020-11-04,1.0408366027448135,145.81027552996025,AAPL
77,2020-11-05,1.0354937097814083,145.81027552996025,AAPL
78,2020-11-06,0.9971436079864116,145.81027552996025,AAPL
79,2020-11-09,0.9800319934465245,145.81027552996025,AAPL
80,2020-11-10,0.996991072257227,145.81027552996025,AAPL
81,2020-11-11,1.0303526481505116,145.81027552996025,AAPL
82,2020-11-12,0.9976567178483332,145.81027552996025,AAPL
83,2020-11-13,1.0004194535034128,145.81027552996025,AAPL
84,2020-11-16,1.0087204502506997,145.81027552996025,AAPL
85,2020-11-17,0.9924355474727806,145.81027552996025,AAPL
86,2020-11-18,0.9886087560322956,145.81027552996025,AAPL
87,2020-11-19,1.0051681828065777,145.81027552996025,AAPL
88,2020-11-20,0.9890424556772947,145.81027552996025,AAPL
89,2020-11-23,0.9702573890174687,145.81027552996025,AAPL
90,2020-11-24,1.0115942003734348,145.81027552996025,AAPL
91,2020-11-25,1.007467227785226,145.81027552996025,AAPL
92,2020-11-27,1.0048263170256422,145.81027552996025,AAPL
93,2020-11-30,1.021099637971836,145.81027552996025,AAPL
94,2020-12-01,1.0308273672815427,145.81027552996025,AAPL
95,2020-12-02,1.0029335121151453,145.81027552996025,AAPL
96,2020-12-03,0.9988625334126936,145.81027552996025,AAPL
97,2020-12-04,0.9943874863534746,145.81027552996025,AAPL
98,2020-12-07,1.0122699386503067,145.81027552996025,AAPL
99,2020-12-08,1.0050908868963069,145.81027552996025,AAPL
100,2020-12-09,0.9790963295422517,145.81027552996025,AAPL
101,2020-12-10,1.0119888249228728,145.81027552996025,AAPL
102,2020-12-11,0.9932652205773516,145.81027552996025,AAPL
103,2020-12-14,0.9948533219184315,145.81027552996025,AAPL
104,2020-12-15,1.050090314791152,145.81027552996025,AAPL
105,2020-12-16,0.999452614198251,145.81027552996025,AAPL
106,2020-12-17,1.0069634567455525,145.81027552996025,AAPL
107,2020-12-18,0.9841492359401282,145.81027552996025,AAPL
108,2020-12-21,1.0123953262279854,145.81027552996025,AAPL
109,2020-12-22,1.0284645502369736,145.81027552996025,AAPL
110,2020-12-23,0.9930239753193608,145.81027552996025,AAPL
